listing_id,price(dollars),nbhood_borough,nbhood_zone,host_name,last_review,description,room_type
28218384,225.0,Manhattan, Upper West Side,Sarah,2019-06-28,"Beautiful&quiet, steps to Central Park w/priv deck",entire home/apt
28219460,140.0,Brooklyn, Bedford-Stuyvesant,Amy,2019-07-06,Convenient Apartment in Brooklyn Townhouse,entire home/apt
28220182,85.0,Brooklyn, Prospect-Lefferts Gardens,Kizzie,2019-01-30,New Charming 1 Bedroom Oasis Apartment,entire home/apt
28220443,58.0,Brooklyn, Crown Heights,Maya,2019-06-29,The Library @ Guacamaya's Nest,private room
28220772,195.0,Manhattan, SoHo,Hattie Grace,2019-06-22,Spectacular Soho Loft,private room
28221182,89.0,Brooklyn, Bushwick,Michael,2019-06-30,Immaculate -1/2 Block to train! Private Entrance!,private room
28221379,50.0,Brooklyn, Crown Heights,Ade,2019-06-30,Demmy's space,private room
28221478,75.0,Queens, Laurelton,Talia,2019-06-24,Cozy One bedrooom Suite Mins to JFK Airport,entire home/apt
28221653,95.0,Manhattan, Upper West Side,Fran,2019-06-05,Private Bedroom in Super Comfortable NYC Apt.,private room
28225706,60.0,Queens, East Elmhurst,Martha Liliana,2019-06-09,MI DULCE MORADA,private room
28226222,119.0,Brooklyn, Bedford-Stuyvesant,Jelani,2019-05-27,"Spacious 1.5 Bedroom in Bed-Stuy, Brooklyn",entire home/apt
28226667,60.0,Brooklyn, Borough Park,Darry,2019-07-01,BP- BEAUTIFUL COZY  ROOM FOR 2 NEAR MANHATTAN wifi,private room
28227271,75.0,Brooklyn, Fort Greene,May,2019-05-27,Private Room in Fort Greene Gem,private room
28227966,32.0,Brooklyn, East New York,Sixta,2019-07-03,Beautiful One Bed,private room
28228599,65.0,Brooklyn, East Flatbush,Dadrine,2019-05-10,Great Manhattan 25min Barclays Center 15 minutes,private room
28230432,40.0,Queens, Astoria,Agustina,2019-06-29,Comfy sofa close to Manhattan!,shared room
28230753,100.0,Manhattan, SoHo,Jon,2019-06-24,Private room w/ fire escape in beautiful Soho,private room
28240916,149.0,Manhattan, Tribeca,Steve,2019-06-24,Perfect Bedroom  W/En Suite Bath & Terrace Access,private room
28242507,199.0,Manhattan, Upper East Side,Gregory,2019-07-01,"Cozy, Centrally Located Upper East Side Flat",entire home/apt
28243134,140.0,Manhattan, Harlem,Elena,2019-07-06,Studio in Hamilton Heights Manhattan,entire home/apt
28245313,145.0,Manhattan, Harlem,Jillian,2019-05-19,Garden Oasis in Historic Hamilton Heights,entire home/apt
28245930,95.0,Manhattan, Harlem,Xander,2019-06-24,Spacious retreat,entire home/apt
28247510,90.0,Brooklyn, Williamsburg,Danny,2019-04-29,Williamsburg escape in a perfect location!,private room
28250130,300.0,Manhattan, Lower East Side,Piret,2019-02-21,Gorgeous 1 bedroom with 300 sqf patio and balcony,entire home/apt
28250448,102.0,Bronx, Concourse,Desmar,2019-06-26,Confortable apt in the Bronx NYC.,entire home/apt
28250863,60.0,Manhattan, Inwood,Janilssa,2019-04-30,Clean & Spacious room in NYC,private room
28250925,75.0,Brooklyn, Prospect Heights,Courtney,2019-01-27,"Bright, cozy room in Prospect Heights/Park Slope",private room
28250999,75.0,Manhattan, Harlem,Tj,2019-06-29,Newly Decorated Harlem Haven,entire home/apt
28252786,149.0,Brooklyn, Midwood,Ely,2019-07-07,Private Modern 2 bedroom in the heart of Flatbush,entire home/apt
28253864,90.0,Queens, Astoria,Fernando,2019-01-18,"Astoria, NY 1-bedroom apartment",entire home/apt
28254842,50.0,Queens, Ditmars Steinway,Olivier & Priscilla,2019-05-31,Room in Astoria - 20min to  Manhattan,private room
28255658,215.0,Brooklyn, Crown Heights,Noah And Jordan,2019-07-06,"Beautiful, brand new Prospect/Crown Heights home",entire home/apt
28256883,250.0,Manhattan, East Harlem,Brandywine,2019-05-05,"Gorgeous,stylish 1bd apt Near everything !",entire home/apt
28257309,350.0,Brooklyn, Bedford-Stuyvesant,Allison,2019-06-23,Esther Home,entire home/apt
28258594,66.0,Queens, Long Island City,Nma,2019-04-11,Cozy Private Bedroom 5mins to NYC,private room
28259695,85.0,Manhattan, Harlem,Darian,2019-05-04,D&G Chateau,private room
28270500,268.0,Queens, Rego Park,Lucky,2019-05-20,REGO PARK HOUSE NEXT TO ALL,entire home/apt
28270998,10.0,Brooklyn, Bedford-Stuyvesant,Caterina,2019-07-02,"Charming, bright and brand new Bed-Stuy home",entire home/apt
28271289,268.0,Queens, Rego Park,Lucky,2019-06-24,Queens  BLVD House NEXT TO ALL,entire home/apt
28272634,149.0,Manhattan, East Village,Rory,2019-06-23,Private 2 room apartment in the East village,private room
28273584,75.0,Manhattan, Chinatown,Meenakshi,2019-01-16,Sunlit Bedroom in prime neighbourhood + Rooftop,private room
28276940,125.0,Brooklyn, Bedford-Stuyvesant,Jivani,2019-04-30,Humble One Bedroom Brooklyn Apt 15mins to the City,entire home/apt
28277212,35.0,Bronx, Mott Haven,Livinus,2019-06-30,"A Comfortable private room+Near # 2, 4 & 6 trains",private room
28277352,130.0,Manhattan, Kips Bay,Alyona,2019-04-18,"Huge Room in Grammercy, terrace access",private room
28277480,105.0,Manhattan, Murray Hill,Ivy,2019-06-21,"Clean, cozy and private room in midtown Manhattan",private room
28278875,75.0,Brooklyn, Canarsie,Shama,2019-07-05,Cozy Comfortable Studio Suite,entire home/apt
28279502,325.0,Brooklyn, Crown Heights,Charmine,2019-06-24,Elegant 4 Bedroom 2.5 Bath with Contemporary Charm,entire home/apt
28282908,70.0,Brooklyn, Bushwick,Amanda,2019-02-14,Industrial-Chic Room Available in Artist Loft,private room
28284019,125.0,Manhattan, East Harlem,Najah,2019-01-02,Spanish Harlem urban hang Suite,entire home/apt
28284205,40.0,Brooklyn, East New York,Jennifer,2019-06-23,Caribbean Home,private room
28284445,245.0,Brooklyn, Crown Heights,Lucy,2019-06-16,New 3BR 2Full bath Apartment with Dryer & Washer,entire home/apt
28284458,75.0,Brooklyn, Bushwick,Doreen,2019-07-05,New york Multi-unit building,private room
28284704,48.0,Brooklyn, Williamsburg,Sean,2019-06-16,Small Crash Pad in the heart of Williamsburg!,private room
28284832,50.0,Queens, Laurelton,Roberta,2019-06-24,Very Accomodating,entire home/apt
28284867,115.0,Manhattan, Harlem,Sahar,2019-06-08,"Sunny studio, minutes from Columbia",entire home/apt
28285760,197.0,Brooklyn, Bedford-Stuyvesant,Maryam,2019-07-05,New York City Finest,entire home/apt
28286101,99.0,Manhattan, Hell's Kitchen,Maria,2019-06-30,*** Hell's kitchen quiet private room ***,private room
28286163,220.0,Manhattan, Harlem,Willy,2019-07-03,Sun-drenched 3BD apt in Harlem,entire home/apt
28286395,106.0,Manhattan, Hell's Kitchen,Julian,2019-05-19,Manhattan Private X-Small Bedroom- Good Location,private room
28286844,140.0,Manhattan, Civic Center,Katy,2019-02-21,Charming downtown New York Serviced Apartment,entire home/apt
28287064,345.0,Manhattan, East Village,Jen,2019-06-03,"""THE MANHATTAN OASIS"" Penthouse & Private Terrace",entire home/apt
28287653,600.0,Queens, Long Island City,Freda,2019-07-05,Hunters Point 2500sf 3-story Garden Home,entire home/apt
28288433,300.0,Manhattan, East Harlem,Elvis,2019-06-11,Beatuful Harlem Urban Penthouse,entire home/apt
28289858,200.0,Brooklyn, Fort Greene,Arkell,2019-02-18,Ft. Green/ Clinton Hill Downtown Brooklyn,entire home/apt
28289954,70.0,Queens, Flushing,Jimmy,2019-05-04,NewPlace 4,private room
28290447,149.0,Manhattan, Harlem,Joshua,2019-04-25,Entire fully furnished 1 Bed/1 Bath w/French Doors,entire home/apt
28291704,28.0,Bronx, Port Morris,Rem,2019-06-20,Mott Haven Dorm-Bed A,shared room
28291780,125.0,Queens, Long Island City,Jamie,2019-06-09,Home away from home,entire home/apt
28298405,65.0,Brooklyn, Bushwick,Brian,2019-05-05,Great room in Bushwick!,private room
28298437,75.0,Brooklyn, Bushwick,Marie,2019-03-11,Grande chambre lumineuse ?� bushwick,private room
28300510,50.0,Brooklyn, Bedford-Stuyvesant,Jayden & Minea,2019-06-23,Cozy and Bright Private Bedroom,private room
28303888,60.0,Brooklyn, Crown Heights,Suzi,2019-03-18,Comfortable Brooklyn Oasis,private room
28306661,85.0,Manhattan, Hell's Kitchen,Tiba,2019-06-21,Small private room for single ones comfy and clean,private room
28307999,135.0,Brooklyn, Prospect Heights,Elsa,2019-06-24,"Spacious, Bright, Cozy, BROOKLYN APT",entire home/apt
28308278,590.0,Manhattan, Civic Center,Valerie,2019-06-01,Ultra Luxury TriBeCa LOFT!,entire home/apt
28308296,320.0,Brooklyn, Williamsburg,Andrew,2019-01-02,Oasis in the heart of Williamsburg,entire home/apt
28309196,200.0,Brooklyn, Williamsburg,Aliu,2019-01-05,"Live, Work, Play In Williamsburg!",private room
28309473,99.0,Brooklyn, Greenpoint,Anting,2019-04-21,Your Cozy Room,private room
28309976,28.0,Bronx, Westchester Square,Lilly Rose,2019-06-21,BnB & Spa,private room
28310699,55.0,Queens, Jackson Heights,Robertina,2019-07-07,Nice room near Manhattan in a safe neighborhood,private room
28310943,350.0,Manhattan, Hell's Kitchen,Ramon,2019-07-01,BEAUTIFUL 2 BEDROOM APARTMENT,entire home/apt
28312177,180.0,Brooklyn, Crown Heights,Naftaly,2019-05-31,Private En-suite in an Beautiful Brownstone,entire home/apt
28312266,65.0,Brooklyn, Brighton Beach,Daisy,2019-06-25,"Suite 18 - Mini Apartment, ALL YOURS!",private room
28312421,200.0,Manhattan, Lower East Side,Waise Omid,2019-05-23,Brand New 1BDR Apartment within 5 min walk to SOHO,entire home/apt
28312520,49.0,Queens, Forest Hills,David,2019-06-26,Little paradise,private room
28312552,100.0,Brooklyn, Sunset Park,Rosi,2019-06-19,Cozy Ground Floor Garden Apt. Across from Park,entire home/apt
28312729,80.0,Manhattan, Harlem,Willy,2019-01-21,"Private room in Harlem, NY...",private room
28312904,59.0,Manhattan, Upper East Side,Michelle,2019-06-30,Spacious Studio Apt on Upper East side,entire home/apt
28313234,70.0,Manhattan, Harlem,Willy,2019-04-18,"Private bedroom in Harlem, NY ..",private room
28313266,100.0,Brooklyn, Bushwick,Chris,2019-07-03,Spacious room in vibrant area. 2 blocks from train,private room
28313344,70.0,Manhattan, Harlem,Willy,2019-05-15,"Private bedroom in historic Harlem, NY.",private room
28313685,120.0,Manhattan, Hell's Kitchen,John,2019-03-27,Cozy room close to the city center 61F1,private room
28313785,269.0,Manhattan, Hell's Kitchen,Alex,2019-07-03,Luxury suite in the Heart of Hell's Kitchen,entire home/apt
28314565,55.0,Queens, Jackson Heights,Robertina,2019-06-20,"Cozy room near subway , LGA airport n manhattan",private room
28314689,600.0,Manhattan, Lower East Side,Carol,2019-07-05,Brand New 3-Bedroom in Trendy L.E.S. #10296,entire home/apt
28314777,60.0,Queens, Jamaica,Roland,2019-05-21,Queens Finest Luxury Place,private room
28314882,80.0,Manhattan, Washington Heights,John,2019-06-30,Quiet Washington Heights Studio Apartment,entire home/apt
28315011,115.0,Brooklyn, Fort Greene,Madelyn,2019-07-01,An Art Director's Fort Green Studio,entire home/apt
28315707,45.0,Brooklyn, Bushwick,MateusDaniela,2019-07-05,!AMAZING PRIVATE ROOM 2 MIN FROM TRAIN STATION!,private room
28316936,63.0,Brooklyn, Williamsburg,Isaura,2019-06-17,Williamsburg Cozy Room 10 minutes from Manhattan.,private room
28317113,47.0,Brooklyn, Bushwick,MateusDaniela,2019-07-07,!PERFECT PRIVATE ROOM PLACE 2MIN FROM THE SUBWAY!,private room
28317744,300.0,Manhattan, West Village,Catarina,2019-06-23,*ON SALE* West Village 2BR base to discover NYC,entire home/apt
28324221,169.0,Manhattan, Midtown,Sacha,2019-05-13,740 sqf large luxury apt w doorman midtown east,entire home/apt
28328473,50.0,Queens, Far Rockaway,Ayodele,2019-06-29,Modern private studio in rockaway,private room
28329076,274.0,Brooklyn, Williamsburg,Elmie,2019-06-17,2BR Williamsburg home w/ PATIO! Baby Gear! L train,private room
28329209,110.0,Brooklyn, Bedford-Stuyvesant,Nayira,2019-06-23,Brooklyn Bedstuy Trendy Apt,entire home/apt
28329261,75.0,Manhattan, Harlem,Nicole,2019-05-27,Sunny Central Park Apt (2 blocks from park),private room
28332207,83.0,Queens, Jamaica,Ms. Debra,2019-04-15,Private bedroom with bathroom in clean quiet space,private room
28333466,225.0,Manhattan, Chelsea,Jonathan,2019-06-06,"Lovely, sunny & quiet 1br Chelsea apt w/balcony",entire home/apt
28333941,175.0,Brooklyn, Crown Heights,Alison,2019-01-01,"Private, sun-filled, plant-filled bedroom",private room
28334760,70.0,Brooklyn, Boerum Hill,Allen,2019-07-03,Boerum Hill Queen BR in a Classic NYC Brownstone,private room
28335031,154.0,Manhattan, Chelsea,Michelle,2019-05-14,Chic Studio in a Great Neighborhood,entire home/apt
28335929,28.0,Bronx, Port Morris,Rem,2019-06-03,Mott Haven Dorm-Bed B,shared room
28336933,1500.0,Manhattan, West Village,Andrea,2019-06-27,West Village 5 BR Townhouse & Private Yard,entire home/apt
28337493,95.0,Brooklyn, Williamsburg,Drew,2019-01-16,Look down on Bedford Ave! Private room.,private room
28338004,28.0,Bronx, Port Morris,Rem,2019-05-27,Mott Haven Dorm-Bed D,shared room
28338110,75.0,Brooklyn, Bedford-Stuyvesant,Jon,2019-01-18,Huge Western Room on the Top Floor of a Townhouse,private room
28338131,28.0,Bronx, Port Morris,Rem,2019-06-22,Mott Haven Dorm-Bed E,shared room
28339611,125.0,Brooklyn, Williamsburg,Samridhi,2019-01-04,"Cute, book-filled, apartment in Williamsburg",entire home/apt
28340136,180.0,Queens, Laurelton,Desmond,2019-07-07,Queens house bedroom 3,private room
28340606,115.0,Manhattan, Financial District,Michael Dan,2019-04-20,Large Room with PRIVATE bathroom! Best NYC rooftop,private room
28340698,135.0,Manhattan, SoHo,Samantha,2019-03-06,Sun and Serenity in SoHo with Private Bath,private room
28341280,69.0,Brooklyn, Bushwick,Al,2019-07-07,Bushwick Rustic Loft,private room
28341857,99.0,Queens, Jamaica,Mohd Tahmid,2019-07-04,"Private Brand New 2 BR, Minutes from JFK & LGA",entire home/apt
28344462,150.0,Queens, St. Albans,Edlyne,2019-07-02,Serenity palace,entire home/apt
28344470,134.0,Queens, Long Island City,Vik,2019-06-22,20 steps to subway!!,entire home/apt
28344775,134.0,Queens, Long Island City,Vik,2019-06-01,23 steps to subway!,entire home/apt
28344992,189.0,Manhattan, Washington Heights,Rubi&Danny,2019-06-28,Garden Apartment on Prettiest Street in NYC,entire home/apt
28345080,120.0,Manhattan, Stuyvesant Town,Stav,2019-01-06,* GRAMERCY * TOP LOCATION * ULTRA MODERN BEDROOM,private room
28345644,65.0,Queens, Ditmars Steinway,Sherry,2019-06-08,Welcome New york Astoria spacious,private room
28345654,280.0,Queens, Ditmars Steinway,Angela,2019-06-13,LaGuardia Airport 15min�ĢCOZY8PPL�Ģ10min Ride to NYC,entire home/apt
28346019,40.0,Queens, Elmhurst,Haruhisa,2019-03-03,Cozy accommodation in Queens for MAX 2 people,private room
28346064,120.0,Manhattan, Kips Bay,Monze,2019-06-10,Cozy Room near Empire State Building!,private room
28346402,130.0,Manhattan, Kips Bay,Monze,2019-06-24,Room at walking distance to the Empire State!,private room
28346728,180.0,Manhattan, Upper West Side,Gregory,2019-06-14,Upper West Side Apartment,entire home/apt
28346829,55.0,Bronx, Mott Haven,Ociel,2019-06-23,"LOVE MANHATTAN 3
NEAR TO YANKE STADIUM",private room
28347338,175.0,Brooklyn, Greenpoint,Donald,2019-07-03,Lofty & Sunny 2 Bedroom w/ Manhattan Skyline View,entire home/apt
28349233,36.0,Manhattan, Washington Heights,Elizabeth,2019-06-01,Private room blocks away from HBO's The Deuce set!,private room
28350560,50.0,Queens, Jackson Heights,Iara,2019-06-19,Spacious  Bdrm in N.Y.C. (30 mins to Midtown),private room
28354720,165.0,Manhattan, Kips Bay,Steph,2019-01-01,Oversized Studio right in the heart of Kips Bay,entire home/apt
28355554,90.0,Manhattan, Upper East Side,Ameera,2019-01-01,"Sunny, central and comfortable!",private room
28355651,65.0,Queens, Sunnyside,Pavel And Sarah,2019-07-01,A Cozy Room in New York Apartment,private room
28358001,175.0,Brooklyn, Williamsburg,Margaret,2019-06-22,Beautiful Sun-filled Loft in Prime Williamsburg,entire home/apt
28358666,110.0,Manhattan, Theater District,Tae,2019-06-11,Private Room,private room
28359529,300.0,Manhattan, Upper East Side,Giorgio,2019-06-02,"Characteristic ""New Yorker"" 2 bedroom apartment",entire home/apt
28359765,175.0,Manhattan, Chelsea,Pranjal,2019-06-13,STUDIO WITH OUTDOOR SPACE-CHELSEA MARKET-WEST 19TH,entire home/apt
28359897,150.0,Queens, East Elmhurst,Md,2019-06-25,Comfy LGA apt in Queens,entire home/apt
28360016,100.0,Queens, Jamaica,Karen,2019-07-05,Beautiful Studio Basement-35 minutes from the city,entire home/apt
28361060,68.0,Manhattan, Nolita,Stella,2019-06-24,Soho Nolita Private capsule Loft NYC Female only,private room
28361262,120.0,Manhattan, Hell's Kitchen,Feliz,2019-07-03,Luxury Apartment walk to Central Park Javits,private room
28362311,99.0,Brooklyn, South Slope,Una,2019-06-18,Entire Brooklyn Home with a Friendly Cat,entire home/apt
28364513,110.0,Brooklyn, Cypress Hills,Evelyn,2019-07-01,baynefamilywithlove,entire home/apt
28364587,84.0,Manhattan, Theater District,James,2019-02-12,A suite with a view of the Empire State Building !,entire home/apt
28366610,60.0,Queens, Jamaica,Raj,2019-05-28,Close to everything jfk subway casino,private room
28367094,65.0,Brooklyn, Bushwick,Brian,2019-06-10,Fantastic Room in Bushwick,private room
28367352,65.0,Brooklyn, Bushwick,Brian,2019-06-24,Hip Bushwick Area Private Room!,private room
28367470,65.0,Brooklyn, Bushwick,Brian,2019-06-13,Joyous private Room,private room
28367520,50.0,Queens, St. Albans,Camorine,2019-06-16,Peaches Cozy Corner,private room
28367842,70.0,Manhattan, Harlem,Fiona,2019-06-17,Large King Sized Bedroom with Private Bathroom,private room
28368678,70.0,Brooklyn, Boerum Hill,Allen,2019-07-03,Boerum Hill Twin BR in a Classic NYC Brownstone,private room
28368870,45.0,Queens, Jackson Heights,Iara,2019-06-24,Bright Bedroom in NYC (30 min to Midtown + MoMa),private room
28369307,105.0,Manhattan, East Harlem,Alina,2019-06-30,Modern & Sunny Room near Museum Mile,private room
28369515,175.0,Brooklyn, Clinton Hill,Sophie & Grégoire,2019-06-30,?�tage au sein d���un duplex ?� Brooklyn,private room
28369552,98.0,Brooklyn, Boerum Hill,Allen,2019-06-09,Boerum Hill  2 BR Suite in Classic NYC Brownstone,private room
28369910,55.0,Bronx, Fordham,Samantha,2019-02-23,Semi Private Bedroom,shared room
28374327,55.0,Brooklyn, Bushwick,Lawrence,2019-06-28,Brand New Private Room in Heart of Brooklyn,private room
